"tpc","msg","date"
"xbee/hum",33.5,"2017-01-13 02:34:42.142000"
"xbee/hum",33.6,"2017-01-13 02:34:50.376000"
"xbee/hum",33.6,"2017-01-13 02:35:00.338000"
"xbee/hum",33.5,"2017-01-13 02:35:04.351000"
"xbee/hum",33.4,"2017-01-13 02:35:10.189000"
"xbee/hum",33.3,"2017-01-13 02:35:12.458000"
"xbee/hum",33.2,"2017-01-13 02:35:14.558000"
"xbee/hum",33.1,"2017-01-13 02:35:20.595000"
"xbee/hum",33.0,"2017-01-13 02:35:24.596000"
"xbee/hum",33.1,"2017-01-13 02:35:30.786000"
"xbee/hum",33.2,"2017-01-13 02:35:41.067000"
"xbee/hum",33.3,"2017-01-13 02:35:48.818000"
"xbee/hum",33.3,"2017-01-13 02:35:58.907000"
"xbee/hum",33.3,"2017-01-13 02:36:11.281000"
"xbee/hum",33.3,"2017-01-13 02:36:19.086000"
"xbee/hum",33.2,"2017-01-13 02:36:21.224000"
"xbee/hum",33.3,"2017-01-13 02:36:29.192000"
"xbee/hum",33.4,"2017-01-13 02:36:33.269000"
"xbee/hum",33.4,"2017-01-13 02:36:43.358000"
"xbee/hum",33.5,"2017-01-13 02:36:45.389000"
"xbee/hum",33.5,"2017-01-13 02:36:55.478000"
"xbee/hum",33.5,"2017-01-13 02:37:05.568000"
"xbee/hum",33.4,"2017-01-13 02:37:07.598000"
"xbee/hum",33.3,"2017-01-13 02:37:15.673000"
"xbee/hum",33.4,"2017-01-13 02:37:19.718000"
"xbee/hum",33.3,"2017-01-13 02:37:21.845000"
"xbee/hum",33.4,"2017-01-13 02:37:25.811000"
"xbee/hum",33.5,"2017-01-13 02:37:35.900000"
"xbee/hum",33.4,"2017-01-13 02:37:37.946000"
"xbee/hum",33.4,"2017-01-13 02:37:48.020000"
"xbee/hum",33.3,"2017-01-13 02:37:54.096000"
"xbee/hum",33.2,"2017-01-13 02:38:00.334000"
"xbee/hum",33.3,"2017-01-13 02:38:06.216000"
"xbee/hum",33.4,"2017-01-13 02:38:14.486000"
"xbee/hum",33.3,"2017-01-13 02:38:18.419000"
"xbee/hum",33.4,"2017-01-13 02:38:20.382000"
"xbee/hum",33.4,"2017-01-13 02:38:30.456000"
"xbee/hum",33.4,"2017-01-13 02:38:40.561000"
"xbee/hum",33.4,"2017-01-13 02:38:50.635000"
"xbee/hum",33.5,"2017-01-13 02:38:56.710000"
"xbee/hum",33.6,"2017-01-13 02:39:03.096000"
"xbee/hum",33.6,"2017-01-13 02:39:12.904000"
"xbee/hum",33.6,"2017-01-13 02:39:23.045000"
"xbee/hum",33.7,"2017-01-13 02:39:26.995000"
"xbee/hum",33.6,"2017-01-13 02:39:29.025000"
"xbee/hum",33.6,"2017-01-13 02:39:39.114000"
"xbee/hum",33.5,"2017-01-13 02:39:41.145000"
"xbee/hum",33.5,"2017-01-13 02:39:51.234000"
"xbee/hum",33.4,"2017-01-13 02:39:53.395000"
"xbee/hum",33.5,"2017-01-13 02:39:55.433000"
"xbee/hum",33.4,"2017-01-13 02:39:57.358000"
"xbee/hum",33.5,"2017-01-13 02:39:59.405000"
"xbee/hum",33.6,"2017-01-13 02:40:07.479000"
"xbee/hum",33.6,"2017-01-13 02:40:17.761000"
"xbee/hum",33.5,"2017-01-13 02:40:24.218000"
"xbee/hum",33.6,"2017-01-13 02:40:29.689000"
"xbee/hum",33.6,"2017-01-13 02:40:39.778000"
"xbee/hum",33.6,"2017-01-13 02:40:49.852000"
"xbee/hum",33.5,"2017-01-13 02:40:51.882000"
"xbee/hum",33.4,"2017-01-13 02:40:55.960000"
"xbee/hum",33.4,"2017-01-13 02:41:06.049000"
"xbee/hum",33.3,"2017-01-13 02:41:08.080000"
"xbee/hum",33.3,"2017-01-13 02:41:18.517000"
"xbee/hum",33.2,"2017-01-13 02:41:20.216000"
"xbee/hum",33.2,"2017-01-13 02:41:30.305000"
"xbee/hum",33.3,"2017-01-13 02:41:34.678000"
"xbee/hum",33.2,"2017-01-13 02:41:36.397000"
"xbee/hum",33.3,"2017-01-13 02:41:38.444000"
"xbee/hum",33.3,"2017-01-13 02:41:48.786000"
"xbee/hum",33.3,"2017-01-13 02:41:58.607000"
"xbee/hum",33.4,"2017-01-13 02:42:15.321000"
"xbee/hum",33.3,"2017-01-13 02:42:19.032000"
"xbee/hum",33.3,"2017-01-13 02:42:29.121000"
"xbee/hum",33.2,"2017-01-13 02:42:35.037000"
"xbee/hum",33.2,"2017-01-13 02:42:48.552000"
"xbee/hum",33.1,"2017-01-13 02:42:53.099000"
"xbee/hum",33.2,"2017-01-13 02:42:55.788000"
"xbee/hum",33.1,"2017-01-13 02:42:57.636000"
"xbee/hum",33.1,"2017-01-13 02:43:07.473000"
"xbee/hum",33.2,"2017-01-13 02:43:14.350000"
"xbee/hum",33.3,"2017-01-13 02:43:19.402000"
"xbee/hum",33.4,"2017-01-13 02:43:27.492000"
"xbee/hum",33.3,"2017-01-13 02:43:33.536000"
"xbee/hum",33.2,"2017-01-13 02:43:35.796000"
"xbee/hum",33.1,"2017-01-13 02:43:37.629000"
"xbee/hum",33.2,"2017-01-13 02:43:44.452000"
"xbee/hum",33.2,"2017-01-13 02:43:51.764000"
"xbee/hum",33.2,"2017-01-13 02:44:01.853000"
"xbee/hum",33.2,"2017-01-13 02:44:15.793000"
"xbee/hum",33.2,"2017-01-13 02:44:22.032000"
"xbee/hum",33.1,"2017-01-13 02:44:26.838000"
"xbee/hum",33.0,"2017-01-13 02:44:32.137000"
"xbee/hum",32.9,"2017-01-13 02:44:40.228000"
"xbee/hum",33.0,"2017-01-13 02:44:42.259000"
"xbee/hum",33.1,"2017-01-13 02:44:48.318000"
"xbee/hum",33.1,"2017-01-13 02:44:58.408000"
"xbee/hum",33.2,"2017-01-13 02:45:00.438000"
"xbee/hum",33.2,"2017-01-13 02:45:10.528000"
"xbee/hum",33.3,"2017-01-13 02:45:16.953000"
"xbee/hum",33.2,"2017-01-13 02:45:24.663000"
"xbee/hum",33.3,"2017-01-13 02:45:32.738000"
"xbee/hum",33.3,"2017-01-13 02:45:42.827000"
"xbee/hum",33.3,"2017-01-13 02:45:52.916000"
"xbee/hum",33.2,"2017-01-13 02:45:58.991000"
"xbee/hum",33.3,"2017-01-13 02:46:01.022000"
"xbee/hum",33.2,"2017-01-13 02:46:03.053000"
"xbee/hum",33.3,"2017-01-13 02:46:07.583000"
"xbee/hum",33.3,"2017-01-13 02:46:17.518000"
"xbee/hum",33.3,"2017-01-13 02:46:28.409000"
"xbee/hum",33.2,"2017-01-13 02:46:31.652000"
"xbee/hum",33.2,"2017-01-13 02:46:41.861000"
"xbee/hum",33.3,"2017-01-13 02:46:43.457000"
"xbee/hum",33.3,"2017-01-13 02:46:53.555000"
"xbee/hum",33.3,"2017-01-13 02:47:03.637000"
"xbee/hum",33.2,"2017-01-13 02:47:09.713000"
"xbee/hum",33.2,"2017-01-13 02:47:19.802000"
"xbee/hum",33.1,"2017-01-13 02:47:27.956000"
"xbee/hum",33.0,"2017-01-13 02:47:38.050000"
"xbee/hum",33.1,"2017-01-13 02:47:48.559000"
"xbee/hum",33.1,"2017-01-13 02:47:58.193000"
"xbee/hum",33.2,"2017-01-13 02:48:04.205000"
"xbee/hum",33.1,"2017-01-13 02:48:08.746000"
"xbee/hum",33.0,"2017-01-13 02:48:18.794000"
"xbee/hum",33.0,"2017-01-13 02:48:28.475000"
"xbee/hum",33.0,"2017-01-13 02:48:38.564000"
"xbee/hum",33.1,"2017-01-13 02:48:40.549000"
"xbee/hum",33.0,"2017-01-13 02:48:50.638000"
"xbee/hum",33.1,"2017-01-13 02:48:52.669000"
"xbee/hum",33.0,"2017-01-13 02:48:56.714000"
"xbee/hum",32.9,"2017-01-13 02:49:04.789000"
"xbee/hum",32.8,"2017-01-13 02:49:09.126000"
"xbee/hum",32.9,"2017-01-13 02:49:16.909000"
"xbee/hum",32.9,"2017-01-13 02:49:27.014000"
"xbee/hum",32.9,"2017-01-13 02:49:37.103000"
"xbee/hum",32.9,"2017-01-13 02:49:47.500000"
"xbee/hum",32.8,"2017-01-13 02:49:55.283000"
"xbee/hum",32.8,"2017-01-13 02:50:05.373000"
"xbee/hum",32.9,"2017-01-13 02:50:07.403000"
"xbee/hum",33.0,"2017-01-13 02:50:11.465000"
"xbee/hum",33.1,"2017-01-13 02:50:19.587000"
"xbee/hum",33.1,"2017-01-13 02:50:29.927000"
"xbee/hum",33.1,"2017-01-13 02:50:40.415000"
"xbee/hum",33.2,"2017-01-13 02:50:45.762000"
"xbee/hum",33.1,"2017-01-13 02:50:50.142000"
"xbee/hum",33.2,"2017-01-13 02:50:52.665000"
"xbee/hum",33.3,"2017-01-13 02:51:00.434000"
"xbee/hum",33.2,"2017-01-13 02:51:03.105000"
"xbee/hum",33.1,"2017-01-13 02:51:10.677000"
"xbee/hum",33.0,"2017-01-13 02:51:14.491000"
"xbee/hum",32.9,"2017-01-13 02:51:20.172000"
"xbee/hum",32.8,"2017-01-13 02:51:22.267000"
"xbee/hum",32.7,"2017-01-13 02:51:29.196000"
"xbee/hum",32.8,"2017-01-13 02:51:30.822000"
"xbee/hum",32.8,"2017-01-13 02:51:40.615000"
"xbee/hum",32.9,"2017-01-13 02:51:44.635000"
"xbee/hum",32.8,"2017-01-13 02:51:54.565000"
"xbee/hum",32.7,"2017-01-13 02:51:58.926000"
"xbee/hum",32.8,"2017-01-13 02:52:01.007000"
"xbee/hum",32.7,"2017-01-13 02:52:05.157000"
"xbee/hum",32.8,"2017-01-13 02:52:08.748000"
"xbee/hum",32.9,"2017-01-13 02:52:14.824000"
"xbee/hum",33.0,"2017-01-13 02:52:18.869000"
"xbee/hum",32.9,"2017-01-13 02:52:24.929000"
"xbee/hum",32.8,"2017-01-13 02:52:31.454000"
"xbee/hum",32.7,"2017-01-13 02:52:41.604000"
"xbee/hum",32.8,"2017-01-13 02:52:43.125000"
"xbee/hum",32.8,"2017-01-13 02:52:53.214000"
"xbee/hum",32.9,"2017-01-13 02:53:01.756000"
"xbee/hum",32.9,"2017-01-13 02:53:11.442000"
"xbee/hum",32.8,"2017-01-13 02:53:15.424000"
"xbee/hum",32.8,"2017-01-13 02:53:25.513000"
"xbee/hum",32.9,"2017-01-13 02:53:33.588000"
"xbee/hum",32.8,"2017-01-13 02:53:43.677000"
"xbee/hum",32.7,"2017-01-13 02:53:53.766000"
"xbee/hum",32.8,"2017-01-13 02:53:55.797000"
"xbee/hum",32.8,"2017-01-13 02:54:05.886000"
"xbee/hum",32.9,"2017-01-13 02:54:07.917000"
"xbee/hum",32.8,"2017-01-13 02:54:13.993000"
"xbee/hum",32.9,"2017-01-13 02:54:22.461000"
"xbee/hum",32.8,"2017-01-13 02:54:24.520000"
"xbee/hum",32.9,"2017-01-13 02:54:26.573000"
"xbee/hum",32.8,"2017-01-13 02:54:28.176000"
"xbee/hum",32.9,"2017-01-13 02:54:30.207000"
"xbee/hum",33.0,"2017-01-13 02:54:36.834000"
"xbee/hum",32.8,"2017-01-13 02:54:39.072000"
"xbee/hum",33.0,"2017-01-13 02:54:41.058000"
"xbee/hum",33.0,"2017-01-13 02:54:50.948000"
"xbee/hum",32.9,"2017-01-13 02:55:00.810000"
"xbee/hum",32.8,"2017-01-13 02:55:07.168000"
"xbee/hum",32.9,"2017-01-13 02:55:12.705000"
"xbee/hum",32.9,"2017-01-13 02:55:22.794000"
"xbee/hum",32.9,"2017-01-13 02:55:32.884000"
"xbee/hum",33.0,"2017-01-13 02:55:38.929000"
"xbee/hum",32.8,"2017-01-13 02:55:46.143000"
"xbee/hum",33.0,"2017-01-13 02:55:47.274000"
"xbee/hum",32.8,"2017-01-13 02:55:49.378000"
"xbee/hum",32.9,"2017-01-13 02:55:51.552000"
"xbee/hum",33.0,"2017-01-13 02:55:53.239000"
"xbee/hum",33.0,"2017-01-13 02:56:03.328000"
"xbee/hum",32.9,"2017-01-13 02:56:05.821000"
"xbee/hum",33.0,"2017-01-13 02:56:07.421000"
"xbee/hum",33.1,"2017-01-13 02:56:10.552000"
"xbee/hum",33.0,"2017-01-13 02:56:14.044000"
"xbee/hum",33.1,"2017-01-13 02:56:16.095000"
"xbee/hum",33.1,"2017-01-13 02:56:25.745000"
"xbee/hum",33.0,"2017-01-13 02:56:28.202000"
"xbee/hum",32.9,"2017-01-13 02:56:33.820000"
"xbee/hum",32.7,"2017-01-13 02:56:37.930000"
"xbee/hum",32.8,"2017-01-13 02:56:40.874000"
"xbee/hum",32.7,"2017-01-13 02:56:44.405000"
"xbee/hum",32.8,"2017-01-13 02:56:54.191000"
"xbee/hum",32.7,"2017-01-13 02:56:58.252000"
"xbee/hum",32.8,"2017-01-13 02:57:02.250000"
"xbee/hum",33.0,"2017-01-13 02:57:08.674000"
"xbee/hum",32.9,"2017-01-13 02:57:10.952000"
"xbee/hum",33.0,"2017-01-13 02:57:12.799000"
"xbee/hum",32.8,"2017-01-13 02:57:17.431000"
"xbee/hum",32.9,"2017-01-13 02:57:20.603000"
"xbee/hum",33.0,"2017-01-13 02:57:22.604000"
"xbee/hum",32.8,"2017-01-13 02:57:25.062000"
"xbee/hum",33.0,"2017-01-13 02:57:27.960000"
"xbee/hum",32.8,"2017-01-13 02:57:29.090000"
"xbee/hum",33.0,"2017-01-13 02:57:32.893000"
"xbee/hum",32.9,"2017-01-13 02:57:35.144000"
"xbee/hum",33.0,"2017-01-13 02:57:39.273000"
"xbee/hum",32.9,"2017-01-13 02:57:41.209000"
"xbee/hum",33.0,"2017-01-13 02:57:43.797000"
"xbee/hum",32.9,"2017-01-13 02:57:51.145000"
"xbee/hum",32.8,"2017-01-13 02:57:53.271000"
"xbee/hum",32.7,"2017-01-13 02:57:55.239000"
"xbee/hum",32.6,"2017-01-13 02:58:03.535000"
"xbee/hum",32.7,"2017-01-13 02:58:05.344000"
"xbee/hum",32.8,"2017-01-13 02:58:11.388000"
"xbee/hum",32.9,"2017-01-13 02:58:13.643000"
"xbee/hum",33.0,"2017-01-13 02:58:19.588000"
"xbee/hum",32.9,"2017-01-13 02:58:22.139000"
"xbee/hum",33.1,"2017-01-13 02:58:24.026000"
"xbee/hum",33.0,"2017-01-13 02:58:25.698000"
"xbee/hum",32.9,"2017-01-13 02:58:29.760000"
"xbee/hum",33.1,"2017-01-13 02:58:31.867000"
"xbee/hum",33.0,"2017-01-13 02:58:34.173000"
"xbee/hum",33.1,"2017-01-13 02:58:36.248000"
"xbee/hum",33.0,"2017-01-13 02:58:38.373000"
"xbee/hum",33.1,"2017-01-13 02:58:40.674000"
"xbee/hum",33.0,"2017-01-13 02:58:42.399000"
"xbee/hum",33.1,"2017-01-13 02:58:44.229000"
"xbee/hum",32.9,"2017-01-13 02:58:48.307000"
"xbee/hum",33.0,"2017-01-13 02:58:52.352000"
"xbee/hum",32.9,"2017-01-13 02:58:54.910000"
"xbee/hum",33.0,"2017-01-13 02:59:02.426000"
"xbee/hum",33.1,"2017-01-13 02:59:09.253000"
"xbee/hum",33.0,"2017-01-13 02:59:15.357000"
"xbee/hum",32.9,"2017-01-13 02:59:19.227000"
"xbee/hum",32.8,"2017-01-13 02:59:20.719000"
"xbee/hum",32.9,"2017-01-13 02:59:23.040000"
"xbee/hum",32.8,"2017-01-13 02:59:32.899000"
"xbee/hum",32.6,"2017-01-13 02:59:39.086000"
"xbee/hum",32.7,"2017-01-13 02:59:41.304000"
"xbee/hum",32.6,"2017-01-13 02:59:43.329000"
"xbee/hum",32.7,"2017-01-13 02:59:45.776000"
"xbee/hum",32.6,"2017-01-13 02:59:49.280000"
"xbee/hum",32.7,"2017-01-13 02:59:51.571000"
"xbee/hum",32.8,"2017-01-13 02:59:59.587000"
"xbee/hum",32.9,"2017-01-13 03:00:05.879000"
"xbee/hum",32.8,"2017-01-13 03:00:08.494000"
"xbee/hum",33.0,"2017-01-13 03:00:11.189000"
"xbee/hum",32.9,"2017-01-13 03:00:12.285000"
"xbee/hum",33.0,"2017-01-13 03:00:13.721000"
"xbee/hum",32.9,"2017-01-13 03:00:17.525000"
"xbee/hum",33.0,"2017-01-13 03:00:18.052000"
"xbee/hum",32.9,"2017-01-13 03:00:23.015000"
"xbee/hum",33.0,"2017-01-13 03:00:24.453000"
"xbee/hum",32.8,"2017-01-13 03:00:26.173000"
"xbee/hum",32.9,"2017-01-13 03:00:28.113000"
"xbee/hum",32.8,"2017-01-13 03:00:30.145000"
"xbee/hum",32.9,"2017-01-13 03:00:32.673000"
"xbee/hum",33.0,"2017-01-13 03:00:38.203000"
"xbee/hum",32.9,"2017-01-13 03:00:42.328000"
"xbee/hum",33.0,"2017-01-13 03:00:44.373000"
"xbee/hum",32.9,"2017-01-13 03:00:48.829000"
"xbee/hum",32.8,"2017-01-13 03:00:50.435000"
"xbee/hum",32.9,"2017-01-13 03:00:56.543000"
"xbee/hum",32.8,"2017-01-13 03:01:03.310000"
"xbee/hum",32.9,"2017-01-13 03:01:05.486000"
"xbee/hum",32.8,"2017-01-13 03:01:08.742000"
"xbee/hum",32.9,"2017-01-13 03:01:11.236000"
"xbee/hum",32.8,"2017-01-13 03:01:12.884000"
"xbee/hum",32.9,"2017-01-13 03:01:16.748000"
"xbee/hum",32.7,"2017-01-13 03:01:17.367000"
"xbee/hum",32.8,"2017-01-13 03:01:21.556000"
"xbee/hum",32.7,"2017-01-13 03:01:27.116000"
"xbee/hum",32.8,"2017-01-13 03:01:34.240000"
"xbee/hum",32.7,"2017-01-13 03:01:36.608000"
"xbee/hum",32.8,"2017-01-13 03:01:39.585000"
"xbee/hum",32.7,"2017-01-13 03:01:43.682000"
"xbee/hum",32.8,"2017-01-13 03:01:46.308000"
"xbee/hum",32.8,"2017-01-13 03:01:55.480000"
"xbee/hum",33.0,"2017-01-13 03:01:58.678000"
"xbee/hum",32.9,"2017-01-13 03:01:59.573000"
"xbee/hum",32.8,"2017-01-13 03:02:04.651000"
"xbee/hum",32.7,"2017-01-13 03:02:10.617000"
"xbee/hum",32.9,"2017-01-13 03:02:13.833000"
"xbee/hum",32.8,"2017-01-13 03:02:19.864000"
"xbee/hum",32.7,"2017-01-13 03:02:21.956000"
"xbee/hum",32.8,"2017-01-13 03:02:27.791000"
"xbee/hum",32.9,"2017-01-13 03:02:28.256000"
"xbee/hum",32.8,"2017-01-13 03:02:32.110000"
"xbee/hum",32.9,"2017-01-13 03:02:34.589000"
"xbee/hum",32.8,"2017-01-13 03:02:38.284000"
"xbee/hum",32.9,"2017-01-13 03:02:48.341000"
"xbee/hum",32.8,"2017-01-13 03:02:50.775000"
"xbee/hum",32.7,"2017-01-13 03:02:52.386000"
"xbee/hum",32.7,"2017-01-13 03:03:02.476000"
"xbee/hum",32.6,"2017-01-13 03:03:06.537000"
"xbee/hum",32.5,"2017-01-13 03:03:11.123000"
"xbee/hum",32.6,"2017-01-13 03:03:15.303000"
"xbee/hum",32.5,"2017-01-13 03:03:18.193000"
"xbee/hum",32.6,"2017-01-13 03:03:18.981000"
"xbee/hum",32.5,"2017-01-13 03:03:20.878000"
"xbee/hum",32.4,"2017-01-13 03:03:25.306000"
"xbee/hum",32.5,"2017-01-13 03:03:29.066000"
"xbee/hum",32.4,"2017-01-13 03:03:31.458000"
"xbee/hum",32.5,"2017-01-13 03:03:35.095000"
"xbee/hum",32.6,"2017-01-13 03:03:39.165000"
"xbee/hum",32.7,"2017-01-13 03:03:41.234000"
"xbee/hum",32.8,"2017-01-13 03:03:43.426000"
"xbee/hum",32.7,"2017-01-13 03:03:49.556000"
"xbee/hum",32.9,"2017-01-13 03:03:54.148000"
"xbee/hum",32.8,"2017-01-13 03:03:55.722000"
"xbee/hum",32.9,"2017-01-13 03:03:59.902000"
"xbee/hum",32.7,"2017-01-13 03:04:01.867000"
"xbee/hum",32.8,"2017-01-13 03:04:10.287000"
"xbee/hum",32.6,"2017-01-13 03:04:11.723000"
"xbee/hum",32.8,"2017-01-13 03:04:13.890000"
"xbee/hum",32.6,"2017-01-13 03:04:16.364000"
"xbee/hum",32.7,"2017-01-13 03:04:21.986000"
"xbee/hum",32.6,"2017-01-13 03:04:24.184000"
"xbee/hum",32.8,"2017-01-13 03:04:26.034000"
"xbee/hum",32.7,"2017-01-13 03:04:28.315000"
"xbee/hum",32.8,"2017-01-13 03:04:32.367000"
"xbee/hum",32.9,"2017-01-13 03:04:36.203000"
"xbee/hum",32.8,"2017-01-13 03:04:38.300000"
"xbee/hum",33.0,"2017-01-13 03:04:40.331000"
"xbee/hum",32.8,"2017-01-13 03:04:42.630000"
"xbee/hum",33.0,"2017-01-13 03:04:46.726000"
"xbee/hum",32.8,"2017-01-13 03:04:48.499000"
"xbee/hum",32.8,"2017-01-13 03:04:58.608000"
"xbee/hum",32.9,"2017-01-13 03:05:06.131000"
"xbee/hum",32.8,"2017-01-13 03:05:07.451000"
"xbee/hum",32.9,"2017-01-13 03:05:09.057000"
"xbee/hum",32.8,"2017-01-13 03:05:11.161000"
"xbee/hum",32.7,"2017-01-13 03:05:12.822000"
"xbee/hum",32.8,"2017-01-13 03:05:21.496000"
"xbee/hum",32.7,"2017-01-13 03:05:23.271000"
"xbee/hum",32.8,"2017-01-13 03:05:27.379000"
"xbee/hum",32.7,"2017-01-13 03:05:29.309000"
"xbee/hum",32.8,"2017-01-13 03:05:38.311000"
"xbee/hum",32.8,"2017-01-13 03:05:47.312000"
"xbee/hum",32.9,"2017-01-13 03:05:53.802000"
"xbee/hum",32.8,"2017-01-13 03:05:55.704000"
"xbee/hum",32.7,"2017-01-13 03:06:00.070000"
"xbee/hum",32.7,"2017-01-13 03:06:09.569000"
"xbee/hum",32.8,"2017-01-13 03:06:13.876000"
"xbee/hum",32.6,"2017-01-13 03:06:14.486000"
"xbee/hum",32.7,"2017-01-13 03:06:21.804000"
"xbee/hum",32.6,"2017-01-13 03:06:23.872000"
"xbee/hum",32.7,"2017-01-13 03:06:25.942000"
"xbee/hum",32.6,"2017-01-13 03:06:28.472000"
"xbee/hum",32.7,"2017-01-13 03:06:32.294000"
"xbee/hum",32.6,"2017-01-13 03:06:34.889000"
"xbee/hum",32.7,"2017-01-13 03:06:44.263000"
"xbee/hum",32.7,"2017-01-13 03:06:54.275000"
"xbee/hum",32.8,"2017-01-13 03:06:58.349000"
"xbee/hum",32.6,"2017-01-13 03:07:00.570000"
"xbee/hum",32.7,"2017-01-13 03:07:03.028000"
"xbee/hum",32.6,"2017-01-13 03:07:04.524000"
"xbee/hum",32.8,"2017-01-13 03:07:06.584000"
"xbee/hum",32.7,"2017-01-13 03:07:11.032000"
"xbee/hum",32.8,"2017-01-13 03:07:17.091000"
"xbee/hum",32.7,"2017-01-13 03:07:18.768000"
"xbee/hum",32.7,"2017-01-13 03:07:29.393000"
"xbee/hum",32.8,"2017-01-13 03:07:32.969000"
"xbee/hum",32.7,"2017-01-13 03:07:35"
"xbee/hum",32.8,"2017-01-13 03:07:39.061000"
"xbee/hum",32.7,"2017-01-13 03:07:41.527000"
"xbee/hum",32.8,"2017-01-13 03:07:47.120000"
"xbee/hum",32.7,"2017-01-13 03:07:53.212000"
"xbee/hum",32.8,"2017-01-13 03:07:55.243000"
"xbee/hum",32.7,"2017-01-13 03:08:01.612000"
"xbee/hum",32.6,"2017-01-13 03:08:11.979000"
"xbee/hum",32.6,"2017-01-13 03:08:21.528000"
"xbee/hum",32.7,"2017-01-13 03:08:27.606000"
"xbee/hum",32.6,"2017-01-13 03:08:29.862000"
"xbee/hum",32.7,"2017-01-13 03:08:34.072000"
"xbee/hum",32.6,"2017-01-13 03:08:36.163000"
"xbee/hum",32.7,"2017-01-13 03:08:39.789000"
"xbee/hum",32.6,"2017-01-13 03:08:41.820000"
"xbee/hum",32.5,"2017-01-13 03:08:51.909000"
"xbee/hum",32.6,"2017-01-13 03:08:59.984000"
"xbee/hum",32.7,"2017-01-13 03:09:02.495000"
"xbee/hum",32.6,"2017-01-13 03:09:04.173000"
"xbee/hum",32.6,"2017-01-13 03:09:14.347000"
"xbee/hum",32.6,"2017-01-13 03:09:24.333000"
"xbee/hum",32.6,"2017-01-13 03:09:34.774000"
"xbee/hum",32.5,"2017-01-13 03:09:44.920000"
"xbee/hum",32.6,"2017-01-13 03:09:48.512000"
"xbee/hum",32.7,"2017-01-13 03:09:54.668000"
"xbee/hum",32.6,"2017-01-13 03:09:56.619000"
"xbee/hum",32.7,"2017-01-13 03:09:58.649000"
"xbee/hum",32.8,"2017-01-13 03:10:02.982000"
"xbee/hum",32.7,"2017-01-13 03:10:04.863000"
"xbee/hum",32.8,"2017-01-13 03:10:06.881000"
"xbee/hum",32.7,"2017-01-13 03:10:09.553000"
"xbee/hum",32.6,"2017-01-13 03:10:14.942000"
"xbee/hum",32.6,"2017-01-13 03:10:25.016000"
"xbee/hum",32.7,"2017-01-13 03:10:29.368000"
"xbee/hum",32.6,"2017-01-13 03:10:31.628000"
"xbee/hum",32.7,"2017-01-13 03:10:33.187000"
"xbee/hum",32.7,"2017-01-13 03:10:43.276000"
"xbee/hum",32.7,"2017-01-13 03:10:53.365000"
"xbee/hum",32.6,"2017-01-13 03:10:55.396000"
"xbee/hum",32.6,"2017-01-13 03:11:05.486000"
"xbee/hum",32.6,"2017-01-13 03:11:15.575000"
"xbee/hum",32.6,"2017-01-13 03:11:25.648000"
"xbee/hum",32.7,"2017-01-13 03:11:29.694000"
"xbee/hum",32.6,"2017-01-13 03:11:33.755000"
"xbee/hum",32.7,"2017-01-13 03:11:35.786000"
"xbee/hum",32.6,"2017-01-13 03:11:37.832000"
"xbee/hum",32.6,"2017-01-13 03:11:47.922000"
"xbee/hum",32.5,"2017-01-13 03:11:49.952000"
"xbee/hum",32.6,"2017-01-13 03:11:52.063000"
"xbee/hum",32.6,"2017-01-13 03:12:05.503000"
"xbee/hum",32.5,"2017-01-13 03:12:10.147000"
"xbee/hum",32.6,"2017-01-13 03:12:16.674000"
"xbee/hum",32.7,"2017-01-13 03:12:18.774000"
"xbee/hum",32.6,"2017-01-13 03:12:21.053000"
"xbee/hum",32.7,"2017-01-13 03:12:26.488000"
"xbee/hum",32.6,"2017-01-13 03:12:28.607000"
"xbee/hum",32.7,"2017-01-13 03:12:30.634000"
"xbee/hum",32.6,"2017-01-13 03:12:32.676000"
"xbee/hum",32.6,"2017-01-13 03:12:43.216000"
"xbee/hum",32.7,"2017-01-13 03:12:44.716000"
"xbee/hum",32.6,"2017-01-13 03:12:46.747000"
"xbee/hum",32.6,"2017-01-13 03:12:56.852000"
"xbee/hum",32.7,"2017-01-13 03:13:03.297000"
"xbee/hum",32.6,"2017-01-13 03:13:04.975000"
"xbee/hum",32.7,"2017-01-13 03:13:06.990000"
"xbee/hum",32.6,"2017-01-13 03:13:15.080000"
"xbee/hum",32.5,"2017-01-13 03:13:21.124000"
"xbee/hum",32.5,"2017-01-13 03:13:31.408000"
"xbee/hum",32.4,"2017-01-13 03:13:33.633000"
"xbee/hum",32.4,"2017-01-13 03:13:44.551000"
"xbee/hum",32.5,"2017-01-13 03:13:53.468000"
"xbee/hum",32.5,"2017-01-13 03:14:03.663000"
"xbee/hum",32.4,"2017-01-13 03:14:07.729000"
"xbee/hum",32.5,"2017-01-13 03:14:18.411000"
"xbee/hum",32.5,"2017-01-13 03:14:27.735000"
"xbee/hum",32.5,"2017-01-13 03:14:37.809000"
"xbee/hum",32.6,"2017-01-13 03:14:41.855000"
"xbee/hum",32.5,"2017-01-13 03:14:45.916000"
"xbee/hum",32.6,"2017-01-13 03:14:47.947000"
"xbee/hum",32.6,"2017-01-13 03:14:58.036000"
"xbee/hum",32.5,"2017-01-13 03:15:02.081000"
"xbee/hum",32.5,"2017-01-13 03:15:12.170000"
"xbee/hum",32.5,"2017-01-13 03:15:22.260000"
"xbee/hum",32.5,"2017-01-13 03:15:32.333000"
